,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
7463,TXN_8980495,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-11-17
2954,TXN_8980774,Tea,4.0,1.5,6.0,Cash,In-store,2023-11-17
7245,TXN_8982328,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-10-20
268,TXN_8982764,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-11-23
3847,TXN_8983868,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-03-10
8196,TXN_8984085,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-08-17
8546,TXN_8984991,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-05-17
6415,TXN_8987697,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-12-19
2613,TXN_8988279,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-08-08
171,TXN_8989148,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-11-25
9525,TXN_8990020,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-09-09
7020,TXN_8990101,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-11-25
8318,TXN_8991609,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-19
8003,TXN_8992377,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-07-12
3336,TXN_8993132,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-01-21
1832,TXN_8994477,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-04-19
3053,TXN_8996187,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-09-28
1949,TXN_8997048,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-12-05
962,TXN_8999006,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-02-07
9898,TXN_8999360,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-09-27
3447,TXN_8999576,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-04-09
1789,TXN_9001088,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-08-19
7489,TXN_9001844,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-08-02
2730,TXN_9004306,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-05-26
2759,TXN_9005396,Juice,4.0,3.0,12.0,Cash,In-store,2023-08-10
5195,TXN_9005782,Tea,4.0,1.5,6.0,Cash,In-store,2023-06-18
3420,TXN_9006674,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-06-18
3628,TXN_9007414,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-12-08
4729,TXN_9011816,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-04-02
8412,TXN_9012517,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-10-21
7819,TXN_9014681,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-01-03
7784,TXN_9016451,Cookie,3.0,1.0,3.0,Cash,In-store,2023-10-16
7816,TXN_9018195,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-10-07
9373,TXN_9018366,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-03-31
829,TXN_9018535,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-05-05
2137,TXN_9019429,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-05-11
8065,TXN_9020641,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-06-27
2295,TXN_9021000,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-01-20
5620,TXN_9022617,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-01-23
60,TXN_9023317,Salad,1.0,5.0,5.0,Cash,In-store,2023-09-30
4631,TXN_9024186,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-12-17
5947,TXN_9024388,Salad,1.0,5.0,5.0,Cash,In-store,2023-02-27
4102,TXN_9024781,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-09-12
9939,TXN_9026468,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-08-23
4193,TXN_9027002,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-12-31
4855,TXN_9028798,Cake,2.0,3.0,6.0,Cash,In-store,2023-05-25
4911,TXN_9030656,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-12-12
3371,TXN_9031518,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-01-13
709,TXN_9033890,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-08-05
9413,TXN_9034955,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-09-07
2852,TXN_9035484,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-06-29
2234,TXN_9036067,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-10-06
806,TXN_9036453,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-02-08
9925,TXN_9036527,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-06-27
5440,TXN_9038745,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-06-25
1582,TXN_9039165,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-03-10
6769,TXN_9039882,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-08-31
5578,TXN_9040196,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-06-28
7612,TXN_9041473,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-28
5848,TXN_9041537,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-08-28
2509,TXN_9042043,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-08-28
7633,TXN_9042309,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-12-03
8057,TXN_9043894,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-28
6223,TXN_9046415,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-06-06
1515,TXN_9047278,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-06-20
6565,TXN_9050127,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-02-26
3906,TXN_9052231,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-08-20
9901,TXN_9053365,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-07-15
9783,TXN_9054074,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-10-15
3083,TXN_9054741,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-06-24
9451,TXN_9055374,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-06-24
1226,TXN_9056301,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-03-02
4842,TXN_9059245,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-07-11
8565,TXN_9061106,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-11-04
8697,TXN_9061471,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-13
3084,TXN_9063299,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-06-15
4988,TXN_9063624,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-04-21
2188,TXN_9063887,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-07-15
370,TXN_9065402,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-12-22
6413,TXN_9067597,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-11-02
7617,TXN_9067752,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-04-24
474,TXN_9068244,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-19
2879,TXN_9069297,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-01-27
3377,TXN_9070074,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-02-03
9884,TXN_9071439,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-02-05
4457,TXN_9072093,Cookie,1.0,1.0,1.0,Cash,In-store,2023-03-06
5428,TXN_9072517,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-01-09
8018,TXN_9072628,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-12-29
8160,TXN_9072817,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-07-18
4885,TXN_9073184,Cake,2.0,3.0,6.0,Cash,In-store,2023-04-14
4581,TXN_9073440,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-28
1423,TXN_9074075,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-08-14
279,TXN_9076216,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-12-17
9184,TXN_9077087,Juice,1.0,3.0,3.0,Cash,In-store,2023-05-08
9065,TXN_9077843,Tea,3.0,1.5,4.5,Cash,In-store,2023-03-28
9138,TXN_9080521,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-01-24
350,TXN_9081088,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-02-27
1197,TXN_9081115,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-12-04
5114,TXN_9081409,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-06-16
9744,TXN_9081686,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-06-11
4555,TXN_9082461,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-05-30
1019,TXN_9084554,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-06-08
5832,TXN_9086163,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-07-31
1545,TXN_9086541,Salad,3.0,5.0,15.0,Cash,In-store,2023-02-15
983,TXN_9086709,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-05-04
3389,TXN_9086710,Salad,2.0,5.0,10.0,Cash,In-store,2023-10-27
1470,TXN_9087344,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-07-29
7588,TXN_9087746,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-04-03
9896,TXN_9089045,Coffee,5.0,2.0,10.0,Cash,In-store,2023-03-12
5258,TXN_9089797,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-09-19
212,TXN_9089898,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-01-11
4420,TXN_9090433,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-07-12
7368,TXN_9090875,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-04-19
9550,TXN_9093708,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-12-08
4490,TXN_9094261,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-05-15
6512,TXN_9094628,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-02-13
127,TXN_9096052,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-12-28
2756,TXN_9096951,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-06-28
6022,TXN_9097321,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-10-02
666,TXN_9097641,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-12-16
3812,TXN_9097840,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-02-06
4293,TXN_9098841,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-08-07
63,TXN_9099694,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-11-18
3563,TXN_9100063,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-09-16
8896,TXN_9100081,Juice,1.0,3.0,3.0,Cash,In-store,2023-08-18
5027,TXN_9100530,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-05-21
876,TXN_9101792,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-06-13
1175,TXN_9102030,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-13
830,TXN_9103318,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-11-13
3201,TXN_9103776,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-05-03
2147,TXN_9104535,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-04-13
3601,TXN_9104545,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-03-19
7490,TXN_9104710,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-03-20
2523,TXN_9104781,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-07-03
7172,TXN_9105374,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-01-25
3154,TXN_9105544,Tea,3.0,1.5,4.5,Cash,In-store,2023-07-08
4110,TXN_9107508,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-06-06
2453,TXN_9107676,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-02-12
6905,TXN_9107842,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-12-04
6431,TXN_9110336,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-04-06
559,TXN_9113574,Coffee,4.0,2.0,8.0,Cash,In-store,2023-01-04
6460,TXN_9114647,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-11-19
4461,TXN_9115899,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-02-23
1480,TXN_9117434,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-07-18
8757,TXN_9119194,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-01-29
4802,TXN_9120328,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-10-22
7961,TXN_9121241,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-03-18
4867,TXN_9121676,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-12-25
8503,TXN_9121687,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-05-13
1391,TXN_9121852,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-05-13
3470,TXN_9123562,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-10-03
1093,TXN_9124680,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-10-03
2143,TXN_9126502,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-22
4733,TXN_9126573,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-06-17
1490,TXN_9127105,Juice,3.0,3.0,9.0,Cash,In-store,2023-03-04
6376,TXN_9128859,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-11-28
7464,TXN_9129298,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-12-19
8683,TXN_9129403,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-05
35,TXN_9130559,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-05-28
5152,TXN_9131136,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-03-20
6915,TXN_9131153,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-11-17
3629,TXN_9131337,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-05-24
2706,TXN_9134257,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-05-19
3777,TXN_9134335,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-01-30
4579,TXN_9135433,Cookie,4.0,1.0,4.0,Cash,In-store,2023-12-18
2383,TXN_9137801,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-06-10
1150,TXN_9138791,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-03-22
946,TXN_9140598,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-10
1295,TXN_9143440,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-03-31
9705,TXN_9146123,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-12-12
9643,TXN_9147596,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-10-08
6185,TXN_9151273,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-04-09
1353,TXN_9151321,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-01-05
7815,TXN_9152120,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-03-28
966,TXN_9152264,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-15
4617,TXN_9153854,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-04-04
3214,TXN_9154381,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-04-21
6717,TXN_9154713,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-03-13
3096,TXN_9155044,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-02-28
1271,TXN_9155299,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-02-09
3952,TXN_9157460,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-01-23
8763,TXN_9157625,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-02-10
9683,TXN_9158251,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-03-24
1110,TXN_9159212,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-12
8239,TXN_9159655,Cookie,5.0,1.0,5.0,Cash,In-store,2023-03-21
3647,TXN_9160109,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-08-03
9063,TXN_9161256,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-01-01
8521,TXN_9162014,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-07-21
9836,TXN_9162296,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-05-10
9501,TXN_9163155,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-04-23
493,TXN_9166449,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-07-31
6860,TXN_9168898,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-09-28
1720,TXN_9169536,Cake,5.0,3.0,15.0,Cash,In-store,2023-06-10
1612,TXN_9169782,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-09-18
5952,TXN_9171458,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-03-29
1738,TXN_9172616,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-11-21
2765,TXN_9174916,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-06-21
3461,TXN_9175519,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-10-05
7369,TXN_9175684,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-09-16
9883,TXN_9176288,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-02-08
2961,TXN_9176418,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-03-02
8086,TXN_9176533,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-10-14
4234,TXN_9177867,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-09-14
7492,TXN_9178213,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-02-27
8577,TXN_9178545,Juice,4.0,3.0,12.0,Cash,In-store,2023-01-24
5539,TXN_9180345,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-13
5956,TXN_9181129,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-09-25
2371,TXN_9181144,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-10-25
4321,TXN_9181224,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-10-25
4704,TXN_9182359,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-11-08
3562,TXN_9184804,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-11-08
9543,TXN_9185022,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-06-19
2331,TXN_9186913,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-10-16
9955,TXN_9187008,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-09-16
5764,TXN_9188172,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-27
9716,TXN_9188733,Salad,3.0,5.0,15.0,Cash,In-store,2023-08-19
7725,TXN_9188774,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-04-14
7903,TXN_9190025,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-04-14
8906,TXN_9190061,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-06-14
2369,TXN_9190969,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-10-06
7905,TXN_9191048,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-09-18
9577,TXN_9191700,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-10-01
1633,TXN_9193760,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-01-20
8880,TXN_9194266,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-10-30
1983,TXN_9196116,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-07-06
9854,TXN_9196229,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-12-08
793,TXN_9196322,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-08-12
7199,TXN_9196658,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-06-12
8097,TXN_9196694,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-03-23
467,TXN_9201010,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-03-15
1466,TXN_9201212,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-06-08
1825,TXN_9201988,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-05-14
4046,TXN_9202190,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-08-25
3244,TXN_9202272,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-11-29
2678,TXN_9202496,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-07-19
3133,TXN_9203396,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-01-08
647,TXN_9203920,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-11-01
8499,TXN_9205425,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-09-16
7015,TXN_9206049,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-09-17
3874,TXN_9206403,Cookie,1.0,1.0,1.0,Cash,In-store,2023-12-15
6133,TXN_9206923,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-11-16
2722,TXN_9207050,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-07-21
7454,TXN_9208629,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-30
8572,TXN_9210096,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-05-25
6433,TXN_9211917,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-12-17
5990,TXN_9212052,Salad,4.0,5.0,20.0,Cash,In-store,2023-10-15
1463,TXN_9212178,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-11-18
616,TXN_9212503,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-10-08
6411,TXN_9213505,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-11-01
7433,TXN_9215670,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-05-04
3527,TXN_9216314,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-03-07
5962,TXN_9216933,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-05-29
1033,TXN_9218683,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-05-29
6913,TXN_9219961,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-04-04
8429,TXN_9220900,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-06-19
7626,TXN_9223045,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-10-29
309,TXN_9223242,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-09-10
1814,TXN_9224501,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-12-08
9983,TXN_9226047,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-12-08
597,TXN_9228978,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-02-09
8746,TXN_9230208,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-05-13
64,TXN_9230615,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-06-01
3768,TXN_9231214,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-05-24
8231,TXN_9231480,Cookie,4.0,1.0,4.0,Cash,In-store,2023-08-28
3640,TXN_9233730,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-05-28
4898,TXN_9233948,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-03-26
680,TXN_9236713,Cookie,5.0,1.0,5.0,Cash,In-store,2023-09-13
9473,TXN_9237291,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-22
247,TXN_9238066,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-09-15
162,TXN_9238666,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-07-31
674,TXN_9238689,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-03-09
7923,TXN_9239309,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-03-09
652,TXN_9239779,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-01-09
7967,TXN_9240476,Coffee,5.0,2.0,10.0,Cash,In-store,2023-04-29
6796,TXN_9241048,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-08-27
7796,TXN_9244886,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-02-09
2847,TXN_9245124,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-04-19
3746,TXN_9246948,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-11-11
8119,TXN_9246986,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-09-08
9341,TXN_9247075,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-07-05
6917,TXN_9248370,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-02-17
169,TXN_9249507,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-11-21
6966,TXN_9250024,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-03-21
217,TXN_9250710,Salad,1.0,5.0,5.0,Cash,In-store,2023-05-28
1980,TXN_9251292,Tea,2.0,1.5,3.0,Cash,In-store,2023-01-20
5215,TXN_9252414,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-11-13
9460,TXN_9252700,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-08-24
1443,TXN_9253398,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-12-14
6037,TXN_9253541,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-06-04
4628,TXN_9254064,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-12-10
1277,TXN_9256387,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-05-31
3468,TXN_9257475,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-07-06
7763,TXN_9259900,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-08-07
5801,TXN_9262504,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-01
1662,TXN_9262803,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-10-04
7470,TXN_9263030,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-07-03
377,TXN_9263299,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-10-08
9224,TXN_9263959,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-10-08
773,TXN_9263967,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-09-14
5999,TXN_9264301,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-10-24
3978,TXN_9265178,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-03-18
654,TXN_9265313,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-10-01
653,TXN_9265319,Salad,3.0,5.0,15.0,Cash,In-store,2023-11-15
8715,TXN_9265423,Juice,1.0,3.0,3.0,Cash,In-store,2023-10-20
588,TXN_9266394,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-07-12
